2020-01-02,296.24,300.6,295.19,300.35,33911864.0
2020-01-03,297.15,300.58,296.5,297.43,36633878.0
2020-01-06,293.79,299.96,292.75,299.8,29644644.0
2020-01-07,299.84,300.9,297.48,298.39,27877655.0
2020-01-08,297.16,304.4399,297.156,303.19,33090946.0
2020-01-09,307.235,310.43,306.2,309.63,42621542.0
2020-01-10,310.6,312.67,308.25,310.33,35217272.0
2020-01-13,311.64,317.07,311.15,316.96,30521722.0
2020-01-14,316.7,317.57,312.17,312.68,40653457.0
2020-01-15,311.85,315.5,309.55,311.34,30480882.0
2020-01-16,313.59,315.7,312.09,315.24,27207254.0
2020-01-17,316.27,318.74,315.0,318.73,34454117.0
2020-01-21,317.19,319.02,316.0,316.57,27710814.0
2020-01-22,318.58,319.99,317.31,317.7,25458115.0
2020-01-23,317.92,319.56,315.65,319.23,26117993.0
2020-01-24,320.25,323.33,317.5188,318.31,36634380.0
